ORIGIN;35.70;-117.50;10.717;
WMF;18:37:40.530000;18:37:47.130000;
#E016;2019/07/04 18.39:53;0.0;0.0;0.0;
WBS;18:39:53.090000;18:39:59.730000;
WMF;18:39:55.120000;18:40:02.870000;
#E017;2019/07/04 18.48:09;0.0;0.0;0.0;
WBS;18:48:09.630000;18:48:17.290000;
WMF;18:48:09.510000;18:48:17.050000;
#E018;2019/07/04 18.50:56;0.0;0.0;0.0;
WBS;18:50:56.470000;18:51:03.540000;
WMF;18:50:56.790000;18:51:04.520000;
#E019;2019/07/04 18.54:22;0.0;0.0;0.0;
WBS;18:54:22.470000;18:54:28.980000;
WMF;18:54:24.550000;18:54:32.420000;
#E020;2019/07/04 18.55:08;0.0;0.0;0.0;
WBS;18:55:08.770000;18:55:16.050000;
WMF;18:55:08.950000;18:55:16.440000;
#E021;2019/07/04 19.01:38;0.0;0.0;0.0;
WBS;19:01:38.400000;19:01:45.720000;
WMF;19:01:38.230000;19:01:45.050000;
#E022;2019/07/04 19.02:54;0.0;0.0;0.0;
WBS;19:02:54.610000;19:03:02.210000;
WMF;19:02:54.250000;19:03:01.450000;
#E023;2019/07/04 19.05:43;0.0;0.0;0.0;
WBS;19:05:43.530000;19:05:50.410000;
WMF;19:05:44.330000;19:05:51.640000;
#E024;2019/07/04 19.10:30;0.0;0.0;0.0;
WBS;19:10:30.490000;19:10:38.180000;
WMF;19:10:29.880000;19:10:37.380000;
#E025;2019/07/04 19.15:09;0.0;0.0;0.0;
WBS;19:15:09.210000;19:15:16.490000;
WMF;19:15:09.780000;19:15:17.370000;
#E026;2019/07/04 19.21:01;0.0;0.0;0.0;
WBS;19:21:01.310000;19:21:08.170000;
WMF;19:21:02.260000;19:21:09.810000;
#E027;2019/07/04 19.24:56;0.0;0.0;0.0;
WBS;19:24:56.240000;19:25:03.450000;
WMF;19:24:56.860000;19:25:04.490000;
#E028;2019/07/04 19.27:08;0.0;0.0;0.0;
WBS;19:27:08.640000;19:27:16.050000;
WMF;19:27:07.720000;19:27:14.330000;
#E029;2019/07/04 19.27:28;0.0;0.0;0.0;
WBS;19:27:28.660000;19:27:36.220000;
WMF;19:27:28.590000;19:27:36.130000;
#E030;2019/07/04 19.33:30;0.0;0.0;0.0;
WBS;19:33:30.910000;19:33:37.960000;
WMF;19:33:30.990000;19:33:38.130000;
#E031;2019/07/04 19.34:16;0.0;0.0;0.0;
WBS;19:34:16.030000;19:34:22.290000;
WMF;19:34:18.070000;19:34:25.770000;
#E032;2019/07/04 19.40:39;0.0;0.0;0.0;
WBS;19:40:39.150000;19:40:46.330000;
WMF;19:40:39.570000;19:40:47.250000;
#E033;2019/07/04 19.47:58;0.0;0.0;0.0;
WBS;19:47:58.660000;19:48:04.960000;
WMF;19:48:00.670000;19:48:08.170000;
#E034;2019/07/04 19.48:50;0.0;0.0;0.0;
WBS;19:48:50.830000;19:48:57.040000;
WMF;19:48:52.280000;19:48:59.490000;
#E035;2019/07/04 19.49:15;0.0;0.0;0.0;
WBS;19:49:15.710000;19:49:23.610000;
WMF;19:49:15.280000;19:49:22.930000;
#E036;2019/07/04 19.52:21;0.0;0.0;0.0;
WBS;19:52:21.710000;19:52:28.010000;
WMF;19:52:23.400000;19:52:31.520000;
#E037;2019/07/04 19.52:48;0.0;0.0;0.0;
WBS;19:52:48.880000;19:52:55.770000;
WMF;19:52:49.330000;19:52:56.690000;
#E038;2019/07/04 19.53:53;0.0;0.0;0.0;
WBS;19:53:53.950000;19:54:01.330000;
WMF;19:53:53.130000;19:54:00.050000;
#E039;2019/07/04 19.58:10;0.0;0.0;0.0;
WBS;19:58:10.230000;19:58:17.490000;
WMF;19:58:09.660000;19:58:16.310000;
#E040;2019/07/04 20.05:02;0.0;0.0;0.0;
WBS;20:05:02.210000;20:05:09.600000;
WMF;20:05:01.350000;20:05:08.130000;
#E041;2019/07/04 20.09:54;0.0;0.0;0.0;
WBS;20:09:54.520000;20:10:01.620000;
WMF;20:09:53.460000;20:10:00.460000;
#E042;2019/07/04 20.13:37;0.0;0.0;0.0;
WBS;20:13:37.650000;20:13:43.610000;
WMF;20:13:40.330000;20:13:48.240000;
#E043;2019/07/04 20.23:18;0.0;0.0;0.0;
WBS;20:23:18.480000;20:23:24.820000;
WMF;20:23:19.760000;20:23:27.420000;
#E044;2019/07/04 20.29:44;0.0;0.0;0.0;
WBS;20:29:44.040000;20:29:51.120000;
WMF;20:29:44.190000;20:29:51.420000;
#E045;2019/07/04 20.30:17;0.0;0.0;0.0;
WBS;20:30:17.860000;20:30:24.490000;
WMF;20:30:19.400000;20:30:27.210000;
#E046;2019/07/04 20.32:43;0.0;0.0;0.0;
WBS;20:32:43.670000;20:32:50.250000;
WMF;20:32:44.430000;20:32:51.810000;
#E047;2019/07/04 20.34:40;0.0;0.0;0.0;
WBS;20:34:40.800000;20:34:47.170000;
WMF;20:34:41.880000;20:34:49.090000;
#E048;2019/07/04 20.37:38;0.0;0.0;0.0;
WBS;20:37:38.850000;20:37:45.660000;
WMF;20:37:39.610000;20:37:47.020000;
#E049;2019/07/04 20.49:51;0.0;0.0;0.0;
WBS;20:49:51.410000;20:49:57.660000;
WMF;20:49:53.610000;20:50:01.120000;
#E050;2019/07/04 20.53:34;0.0;0.0;0.0;
WBS;20:53:34.770000;20:53:40.820000;
WMF;20:53:37.430000;20:53:45.450000;
#E051;2019/07/04 20.54:54;0.0;0.0;0.0;
WBS;20:54:54.470000;20:55:01.380000;
WMF;20:54:55.050000;20:55:02.650000;
#E052;2019/07/04 20.55:08;0.0;0.0;0.0;
WBS;20:55:08.920000;20:55:16.490000;
WMF;20:55:08.210000;20:55:15.530000;
#E053;2019/07/04 20.55:35;0.0;0.0;0.0;
WBS;20:55:35.880000;20:55:43.650000;
WMF;20:55:34.920000;20:55:42.090000;
#E054;2019/07/04 20.57:21;0.0;0.0;0.0;
WBS;20:57:21.920000;20:57:28.890000;
WMF;20:57:22.320000;20:57:29.680000;
#E055;2019/07/04 20.58:19;0.0;0.0;0.0;
WBS;20:58:19.010000;20:58:25.770000;
WMF;20:58:20.400000;20:58:27.930000;
#E056;2019/07/04 21.01:39;0.0;0.0;0.0;
WBS;21:01:39.430000;21:01:46.660000;
WMF;21:01:39.730000;21:01:47.450000;
#E057;2019/07/04 21.07:17;0.0;0.0;0.0;
WBS;21:07:17.050000;21:07:23.320000;
WMF;21:07:19.130000;21:07:26.860000;
#E058;2019/07/04 21.16:30;0.0;0.0;0.0;
WBS;21:16:30.470000;21:16:37.530000;
WMF;21:16:29.240000;21:16:35.250000;
#E059;2019/07/04 21.23:08;0.0;0.0;0.0;
WBS;21:23:08.670000;21:23:15.440000;
WMF;21:23:09.580000;21:23:16.940000;
#E060;2019/07/04 21.25:59;0.0;0.0;0.0;
WBS;21:25:59.340000;21:26:06.650000;
WMF;21:25:59.560000;21:26:06.890000;
#E061;2019/07/04 21.31:23;0.0;0.0;0.0;
WBS;21:31:23.290000;21:31:30.210000;
WMF;21:31:24.120000;21:31:31.650000;
#E062;2019/07/04 21.32:55;0.0;0.0;0.0;
WBS;21:32:55.710000;21:33:02.660000;
WMF;21:32:54.940000;21:33:01.350000;
#E063;2019/07/04 21.36:36;0.0;0.0;0.0;
WBS;21:36:36.090000;21:36:43.880000;
WMF;21:36:35.240000;21:36:42.490000;
#E064;2019/07/04 21.43:11;0.0;0.0;0.0;
WBS;21:43:11.250000;21:43:18.700000;
WMF;21:43:10.530000;21:43:17.230000;
#E065;2019/07/04 21.46:17;0.0;0.0;0.0;
WBS;21:46:17.070000;21:46:23.390000;
WMF;21:46:19.190000;21:46:26.850000;
#E066;2019/07/04 22.04:17;0.0;0.0;0.0;
WBS;22:04:17.510000;22:04:24.170000;
WMF;22:04:18.170000;22:04:25.160000;
#E067;2019/07/04 22.15:18;0.0;0.0;0.0;
WBS;22:15:18.980000;22:15:25.910000;
WMF;22:15:18.250000;22:15:24.640000;
#E068;2019/07/04 22.20:05;0.0;0.0;0.0;
WBS;22:20:05.530000;22:20:12.810000;
WMF;22:20:04.990000;22:20:11.920000;
#E069;2019/07/04 22.20:35;0.0;0.0;0.0;
WBS;22:20:35.590000;22:20:41.940000;
WMF;22:20:37.310000;22:20:45.460000;
#E070;2019/07/04 22.31:48;0.0;0.0;0.0;
WBS;22:31:48.570000;22:31:55.610000;
WMF;22:31:49.420000;22:31:56.960000;
#E071;2019/07/04 22.35:47;0.0;0.0;0.0;
WBS;22:35:47.630000;22:35:53.860000;
WMF;22:35:49.130000;22:35:56.780000;
#E072;2019/07/04 22.38:23;0.0;0.0;0.0;
WBS;22:38:23.350000;22:38:30.780000;
WMF;22:38:22.440000;22:38:29.170000;
#E073;2019/07/04 22.44:18;0.0;0.0;0.0;
WBS;22:44:18.120000;22:44:24.410000;
WMF;22:44:20.200000;22:44:27.760000;
#E074;2019/07/04 22.48:56;0.0;0.0;0.0;
WBS;22:48:56.750000;22:49:03.620000;
WMF;22:48:55.310000;22:49:01.090000;
#E075;2019/07/04 22.51:52;0.0;0.0;0.0;
WBS;22:51:52.570000;22:51:59.760000;
WMF;22:51:51.590000;22:51:57.720000;
#E076;2019/07/04 22.52:07;0.0;0.0;0.0;
WBS;22:52:07.190000;22:52:14.560000;
WMF;22:52:07.480000;22:52:15.210000;
#E077;2019/07/04 22.57:06;0.0;0.0;0.0;
WBS;22:57:06.320000;22:57:12.890000;
WMF;22:57:07.360000;22:57:14.610000;
#E078;2019/07/04 23.03:38;0.0;0.0;0.0;
WBS;23:03:38.280000;23:03:45.010000;
WMF;23:03:39.680000;23:03:47.180000;
#E079;2019/07/04 23.06:22;0.0;0.0;0.0;
WBS;23:06:22.420000;23:06:29.320000;
WMF;23:06:21.830000;23:06:28.330000;
#E080;2019/07/04 23.07:21;0.0;0.0;0.0;
WBS;23:07:21.550000;23:07:29.450000;
WMF;23:07:20.740000;23:07:28.020000;
#E081;2019/07/04 23.08:45;0.0;0.0;0.0;
WBS;23:08:45.260000;23:08:52.420000;
WMF;23:08:45.430000;23:08:53.130000;
#E082;2019/07/04 23.18:35;0.0;0.0;0.0;
WBS;23:18:35.250000;23:18:42.450000;
WMF;23:18:34.080000;23:18:40.410000;
#E083;2019/07/04 23.22:30;0.0;0.0;0.0;
WBS;23:22:30.090000;23:22:37.660000;
WMF;23:22:29.650000;23:22:36.520000;
#E084;2019/07/04 23.23:29;0.0;0.0;0.0;
WBS;23:23:29.070000;23:23:36.180000;
WMF;23:23:29.650000;23:23:37.450000;
#E085;2019/07/04 23.26:24;0.0;0.0;0.0;
WBS;23:26:24.910000;23:26:32.380000;
WMF;23:26:24.190000;23:26:30.970000;
#E086;2019/07/04 23.28:32;0.0;0.0;0.0;
WBS;23:28:32.040000;23:28:39.840000;
WMF;23:28:31.640000;23:28:38.850000;
#E087;2019/07/04 23.31:54;0.0;0.0;0.0;
WBS;23:31:54.920000;23:32:02.860000;
WMF;23:31:54.290000;23:32:01.490000;
#E088;2019/07/04 23.37:04;0.0;0.0;0.0;
WBS;23:37:04.760000;23:37:12.050000;
WMF;23:37:04.420000;23:37:10.850000;
#E089;2019/07/04 23.44:04;0.0;0.0;0.0;
WBS;23:44:04.420000;23:44:11.140000;
WMF;23:44:04.750000;23:44:11.970000;
#E090;2019/07/04 23.45:32;0.0;0.0;0.0;
WBS;23:45:32.570000;23:45:39.610000;
WMF;23:45:28.800000;23:45:32.770000;
#E091;2019/07/04 23.46:22;0.0;0.0;0.0;
WBS;23:46:22.510000;23:46:29.950000;
WMF;23:46:21.770000;23:46:28.930000;
#E092;2019/07/04 23.46:40;0.0;0.0;0.0;
WBS;23:46:40.860000;23:46:47.370000;
WMF;23:46:42.410000;23:46:50.020000;
#E093;2019/07/04 23.51:06;0.0;0.0;0.0;
WBS;23:51:06.840000;23:51:13.850000;
WMF;23:51:05.150000;23:51:10.930000;
#E094;2019/07/04 23.54:46;0.0;0.0;0.0;
WBS;23:54:46.470000;23:54:53.730000;
WMF;23:54:46.870000;23:54:54.620000;
#E095;2019/07/05 00.01:12;0.0;0.0;0.0;
WBS;00:01:12.120000;00:01:19.530000;
WMF;00:01:11.750000;00:01:19.140000;
#E096;2019/07/05 00.08:33;0.0;0.0;0.0;
WBS;00:08:33.310000;00:08:40.550000;
WMF;00:08:32.250000;00:08:38.490000;
#E097;2019/07/05 00.09:30;0.0;0.0;0.0;
WBS;00:09:30.770000;00:09:37.980000;
WMF;00:09:29.740000;00:09:36.210000;
#E098;2019/07/05 00.14:15;0.0;0.0;0.0;
WBS;00:14:15.490000;00:14:22.540000;
WMF;00:14:16.220000;00:14:23.780000;
#E099;2019/07/05 00.16:53;0.0;0.0;0.0;
WBS;00:16:53.060000;00:17:00.610000;
WMF;00:16:53.250000;00:17:00.460000;
#E100;2019/07/05 00.17:28;0.0;0.0;0.0;
WBS;00:17:28.260000;00:17:34.840000;
WMF;00:17:28.960000;00:17:36.610000;
#E101;2019/07/05 00.20:36;0.0;0.0;0.0;
WBS;00:20:36.620000;00:20:43.960000;
WMF;00:20:36.440000;00:20:43.380000;
#E102;2019/07/05 00.22:12;0.0;0.0;0.0;
WBS;00:22:12.050000;00:22:18.010000;
WMF;00:22:14.510000;00:22:22.450000;
#E103;2019/07/05 00.23:54;0.0;0.0;0.0;
WBS;00:23:54.320000;00:24:01.570000;
WMF;00:23:53.200000;00:23:59.580000;
#E104;2019/07/05 00.30:58;0.0;0.0;0.0;
WBS;00:30:58.040000;00:31:05.280000;
WMF;00:30:57.010000;00:31:03.520000;
#E105;2019/07/05 00.32:17;0.0;0.0;0.0;
WBS;00:32:17.560000;00:32:25.650000;
WMF;00:32:16.750000;00:32:24.130000;
#E106;2019/07/05 00.49:51;0.0;0.0;0.0;
WBS;00:49:51.850000;00:49:59.660000;
WMF;00:49:50.870000;00:49:58.210000;
#E107;2019/07/05 00.50:12;0.0;0.0;0.0;
WBS;00:50:12.570000;00:50:18.410000;
WMF;00:50:15.330000;00:50:22.920000;
#E108;2019/07/05 00.50:39;0.0;0.0;0.0;
WBS;00:50:39.600000;00:50:45.450000;
WMF;00:50:42.390000;00:50:50.330000;
#E109;2019/07/05 00.53:00;0.0;0.0;0.0;
WBS;00:53:00.990000;00:53:07.130000;
WMF;00:53:02.950000;00:53:11.170000;
#E110;2019/07/05 00.54:15;0.0;0.0;0.0;
WBS;00:54:15.610000;00:54:22.970000;
WMF;00:54:15.080000;00:54:21.570000;
#E111;2019/07/05 00.56:53;0.0;0.0;0.0;
WBS;00:56:53.350000;00:57:00.530000;
WMF;00:56:52.080000;00:56:58.660000;
#E112;2019/07/05 00.59:19;0.0;0.0;0.0;
WBS;00:59:19.310000;00:59:26.740000;
WMF;00:59:18.740000;00:59:25.330000;
#E113;2019/07/05 00.59:36;0.0;0.0;0.0;
WBS;00:59:36.800000;00:59:43.470000;
WMF;00:59:37.360000;00:59:44.650000;
#E114;2019/07/05 01.04:17;0.0;0.0;0.0;
WBS;01:04:17.510000;01:04:24.690000;
WMF;01:04:16.230000;01:04:22.750000;
#E115;2019/07/05 01.05:31;0.0;0.0;0.0;
WBS;01:05:31.120000;01:05:37.890000;
WMF;01:05:29.570000;01:05:35.370000;
#E116;2019/07/05 01.14:13;0.0;0.0;0.0;
WBS;01:14:13.630000;01:14:20.480000;
WMF;01:14:12.100000;01:14:18.090000;
#E117;2019/07/05 01.18:23;0.0;0.0;0.0;
WBS;01:18:23.500000;01:18:30.760000;
WMF;01:18:23.880000;01:18:31.640000;
#E118;2019/07/05 01.24:38;0.0;0.0;0.0;
WBS;01:24:38.790000;01:24:46.040000;
WMF;01:24:38.890000;01:24:45.930000;
#E119;2019/07/05 01.33:19;0.0;0.0;0.0;
WBS;01:33:19.590000;01:33:26.230000;
WMF;01:33:20.110000;01:33:27.570000;
#E120;2019/07/05 01.35:46;0.0;0.0;0.0;
WBS;01:35:46.470000;01:35:52.720000;
WMF;01:35:48.580000;01:35:56.330000;
#E121;2019/07/05 01.39:35;0.0;0.0;0.0;
WBS;01:39:35.320000;01:39:42.520000;
WMF;01:39:34.430000;01:39:40.330000;
#E122;2019/07/05 01.43:25;0.0;0.0;0.0;
WBS;01:43:25.870000;01:43:32.080000;
WMF;01:43:27.760000;01:43:35.420000;
#E123;2019/07/05 01.46:02;0.0;0.0;0.0;
WBS;01:46:02.560000;01:46:08.880000;
WMF;01:46:04.660000;01:46:12.360000;
#E124;2019/07/05 01.52:06;0.0;0.0;0.0;
WBS;01:52:06.630000;01:52:14.610000;
WMF;01:52:05.520000;01:52:12.690000;
#E125;2019/07/05 01.53:01;0.0;0.0;0.0;
WBS;01:53:01.800000;01:53:09.380000;
WMF;01:53:01.450000;01:53:08.690000;
#E126;2019/07/05 02.01:50;0.0;0.0;0.0;
WBS;02:01:50.470000;02:01:57.290000;
WMF;02:01:48.920000;02:01:54.490000;
#E127;2019/07/05 02.04:40;0.0;0.0;0.0;
WBS;02:04:40.930000;02:04:48.130000;
WMF;02:04:39.720000;02:04:45.970000;
#E128;2019/07/05 02.10:09;0.0;0.0;0.0;
WBS;02:10:09.520000;02:10:17.080000;
WMF;02:10:09.030000;02:10:16.290000;
#E129;2019/07/05 02.19:51;0.0;0.0;0.0;
WBS;02:19:51.160000;02:19:58.040000;
WMF;02:19:49.640000;02:19:55.650000;
#E130;2019/07/05 02.21:46;0.0;0.0;0.0;
WBS;02:21:46.350000;02:21:52.570000;
WMF;02:21:48.430000;02:21:56.000000;
#E131;2019/07/05 02.25:13;0.0;0.0;0.0;
WBS;02:25:13.880000;02:25:21.080000;
WMF;02:25:12.560000;02:25:18.850000;
#E132;2019/07/05 02.28:06;0.0;0.0;0.0;
WBS;02:28:06.500000;02:28:12.570000;
WMF;02:28:09.190000;02:28:17.000000;
#E133;2019/07/05 02.32:26;0.0;0.0;0.0;
WBS;02:32:26.070000;02:32:33.500000;
WMF;02:32:25.730000;02:32:32.810000;
#E134;2019/07/05 02.41:58;0.0;0.0;0.0;
WBS;02:41:58.650000;02:42:06.260000;
WMF;02:41:58.210000;02:42:05.670000;
#E135;2019/07/05 02.45:19;0.0;0.0;0.0;
WBS;02:45:19.350000;02:45:26.180000;
WMF;02:45:17.770000;02:45:23.670000;
#E136;2019/07/05 02.49:50;0.0;0.0;0.0;
WBS;02:49:50.930000;02:49:58.040000;
WMF;02:49:49.920000;02:49:56.210000;
#E137;2019/07/05 02.54:04;0.0;0.0;0.0;
WBS;02:54:04.370000;02:54:10.180000;
WMF;02:54:07.190000;02:54:15.700000;
#E138;2019/07/05 02.57:57;0.0;0.0;0.0;
WBS;02:57:57.880000;02:58:04.320000;
WMF;02:57:59.900000;02:58:07.800000;
#E139;2019/07/05 03.00:00;0.0;0.0;0.0;
WBS;03:00:00.000000;03:00:07.420000;
WMF;03:00:00.370000;03:00:08.160000;
#E140;2019/07/05 03.02:12;0.0;0.0;0.0;
WBS;03:02:12.880000;03:02:20.540000;
WMF;03:02:12.230000;03:02:19.490000;
#E141;2019/07/05 03.04:40;0.0;0.0;0.0;
WBS;03:04:40.930000;03:04:47.150000;
WMF;03:04:42.970000;03:04:50.450000;
#E142;2019/07/05 03.06:31;0.0;0.0;0.0;
WBS;03:06:31.330000;03:06:39.090000;
WMF;03:06:30.570000;03:06:37.820000;
#E143;2019/07/05 03.15:27;0.0;0.0;0.0;
WBS;03:15:27.810000;03:15:34.410000;
WMF;03:15:28.980000;03:15:36.460000;
#E144;2019/07/05 03.16:59;0.0;0.0;0.0;
WBS;03:16:59.700000;03:17:06.980000;
WMF;03:16:59.650000;03:17:06.520000;
#E145;2019/07/05 03.17:52;0.0;0.0;0.0;
WBS;03:17:52.200000;03:17:58.890000;
WMF;03:17:53.360000;03:18:00.880000;
#E146;2019/07/05 03.20:03;0.0;0.0;0.0;
WBS;03:20:03.700000;03:20:11.040000;
WMF;03:20:04.110000;03:20:11.970000;
#E147;2019/07/05 03.24:07;0.0;0.0;0.0;
WBS;03:24:07.180000;03:24:14.540000;
WMF;03:24:06.280000;03:24:12.850000;
#E148;2019/07/05 03.31:31;0.0;0.0;0.0;
WBS;03:31:31.680000;03:31:38.780000;
WMF;03:31:30.960000;03:31:37.320000;
#E149;2019/07/05 03.41:15;0.0;0.0;0.0;
WBS;03:41:15.920000;03:41:21.920000;
WMF;03:41:18.650000;03:41:26.370000;
#E150;2019/07/05 03.42:11;0.0;0.0;0.0;
WBS;03:42:11.060000;03:42:17.890000;
WMF;03:42:11.640000;03:42:18.930000;
#E151;2019/07/05 03.43:11;0.0;0.0;0.0;
WBS;03:43:11.790000;03:43:19.060000;
WMF;03:43:10.560000;03:43:17.140000;
#E152;2019/07/05 03.46:23;0.0;0.0;0.0;
WBS;03:46:23.520000;03:46:31.410000;
WMF;03:46:22.750000;03:46:30.210000;
#E153;2019/07/05 03.50:25;0.0;0.0;0.0;
WBS;03:50:25.010000;03:50:33.140000;
WMF;03:50:24.080000;03:50:31.330000;
#E154;2019/07/05 03.55:28;0.0;0.0;0.0;
WBS;03:55:28.470000;03:55:35.780000;
WMF;03:55:27.650000;03:55:34.620000;
#E155;2019/07/05 03.56:38;0.0;0.0;0.0;
WBS;03:56:38.430000;03:56:45.580000;
WMF;03:56:37.630000;03:56:43.690000;
#E156;2019/07/05 03.58:56;0.0;0.0;0.0;
WBS;03:58:56.620000;03:59:03.770000;
WMF;03:58:55.490000;03:59:01.700000;
#E157;2019/07/05 04.02:27;0.0;0.0;0.0;
WBS;04:02:27.850000;04:02:35.820000;
WMF;04:02:26.820000;04:02:33.930000;
#E158;2019/07/05 04.04:52;0.0;0.0;0.0;
WBS;04:04:52.010000;04:05:00.000000;
WMF;04:04:51.010000;04:04:58.140000;
#E159;2019/07/05 04.13:10;0.0;0.0;0.0;
WBS;04:13:10.570000;04:13:17.460000;
WMF;04:13:10.770000;04:13:17.900000;
#E160;2019/07/05 04.15:38;0.0;0.0;0.0;
WBS;04:15:38.980000;04:15:45.420000;
WMF;04:15:40.130000;04:15:47.640000;
#E161;2019/07/05 04.30:30;0.0;0.0;0.0;
WBS;04:30:30.450000;04:30:37.180000;
WMF;04:30:31.160000;04:30:38.570000;
#E162;2019/07/05 04.33:02;0.0;0.0;0.0;
WBS;04:33:02.460000;04:33:09.780000;
WMF;04:33:01.550000;04:33:08.220000;
#E163;2019/07/05 04.37:26;0.0;0.0;0.0;
WBS;04:37:26.130000;04:37:33.380000;
WMF;04:37:25.430000;04:37:32.040000;
#E164;2019/07/05 04.39:24;0.0;0.0;0.0;
WBS;04:39:24.990000;04:39:33.160000;
WMF;04:39:24.040000;04:39:31.360000;
#E165;2019/07/05 04.40:57;0.0;0.0;0.0;
WBS;04:40:57.090000;04:41:04.280000;
WMF;04:40:56.010000;04:41:02.540000;
#E166;2019/07/05 04.53:16;0.0;0.0;0.0;
WBS;04:53:16.540000;04:53:22.620000;
WMF;04:53:19.370000;04:53:27.030000;
#E167;2019/07/05 04.54:54;0.0;0.0;0.0;
WBS;04:54:54.070000;04:55:01.410000;
WMF;04:54:54.090000;04:55:01.010000;
#E168;2019/07/05 05.00:10;0.0;0.0;0.0;
WBS;05:00:10.440000;05:00:17.810000;
