Id Lat Lon Depth 
20190704T181301.290000 35.64832773732907 -117.51382664711456 9.98464486986983
20190704T181401.940000 35.67175592362741 -117.4931634729289 8.758862171402754
20190704T181513.610000 35.636721173887864 -117.54450433083525 11.176620452282132
20190704T181854.090000 35.638169210101545 -117.53782821597311 11.228993339057036
20190704T182252.790000 35.653806497277415 -117.4973416461539 5.833355904631171
20190704T182539.270000 35.63886545166338 -117.53550451306198 11.448742845414994
20190704T182852.800000 35.64942859198741 -117.52279950788032 11.622078554191209
20190704T183413.950000 35.655613724377744 -117.50550782308585 4.423140400845972
20190704T183527.950000 35.65256452030321 -117.51942674848529 11.817318547080033
20190704T183741.210000 35.65935051040126 -117.5139353576325 3.6475171815214473
20190704T183953.090000 35.64508403167276 -117.51440956262174 11.219996270225627
20190704T184809.630000 35.67297920014436 -117.48148377968839 5.6304838717917765
20190704T185056.470000 35.65218325147791 -117.50028778140553 4.702774008302078
20190704T185422.470000 35.640442267781765 -117.51842326786178 11.285062096551615
20190704T185508.770000 35.653167079175674 -117.49278944907417 5.868714372917437
20190704T190138.400000 35.65397722015445 -117.49152909824733 5.846713461309934
20190704T190254.610000 35.666676660087404 -117.48060273513178 5.77660062062573
20190704T190543.530000 35.65366745927301 -117.51258430678263 11.732770332099058
20190704T191030.490000 35.67021085838138 -117.47458164250358 5.534571753601264
20190704T191509.210000 35.65234493416993 -117.49560147662523 4.938875071211477
20190704T192101.310000 35.65142895515593 -117.50908795166457 11.553244236546233
20190704T192456.240000 35.6521703758587 -117.50012856049395 4.412896646215313
20190704T192708.640000 35.65398839537223 -117.4860843718929 5.8695300301396545
20190704T192728.660000 35.66068112145745 -117.47850847831181 6.071866832228239
20190704T193330.910000 35.65695969727671 -117.50902874442785 11.638395700103377
20190704T193416.030000 35.62793818775073 -117.53386404923702 12.350043608698636
20190704T194039.150000 35.65014408190572 -117.50328642337587 4.223564787687526
20190704T194758.660000 35.628797866834795 -117.52860481151129 12.179090410725149
20190704T194850.830000 35.62415972987716 -117.53169374590789 12.608064613503174
20190704T194915.710000 35.67697144356045 -117.45253735446333 4.886353450027238
20190704T195221.710000 35.629127742024046 -117.52552894245773 12.511003924155954
20190704T195248.880000 35.669010744801966 -117.5158311725746 12.08125167137164
20190704T195353.950000 35.65008751955594 -117.48533041943003 5.774767667968559
20190704T195810.230000 35.64451881912368 -117.49359346845618 5.295413763505955
20190704T200502.210000 35.64963022774563 -117.48328930879023 5.8203803918988
20190704T200954.520000 35.67545258300684 -117.51726116382066 11.660087633761778
20190704T201337.650000 35.606973169601986 -117.54071362933345 13.825234488313923
20190704T202318.480000 35.629858538751606 -117.51962080134275 12.534338441216681
20190704T202944.040000 35.638728034701884 -117.50523321801674 4.986855026176841
20190704T203017.860000 35.65548368086522 -117.51110968455959 12.368537663118822
20190704T203243.670000 35.64893651773347 -117.50976761448656 12.385065489139476
20190704T203440.800000 35.62133369320691 -117.51319371990806 11.428138585911237
20190704T203738.850000 35.633731563701424 -117.51419736751883 5.142647651854494
20190704T204951.410000 35.61538478854272 -117.51707259087354 11.891107825345575
20190704T205334.770000 35.60365736134709 -117.52369599666994 12.704740922904024
20190704T205454.470000 35.63391105292288 -117.51035885905829 5.171224494891818
20190704T205508.920000 35.664232924640004 -117.46670676914417 6.151590014996114
20190704T205535.880000 35.67316018296358 -117.4538362882918 5.513865136033502
20190704T205721.920000 35.63482468575357 -117.51193777103497 4.9938381499998705
20190704T205819.010000 35.63363695554232 -117.52087832842903 4.893864172476552
20190704T210139.430000 35.64028441853845 -117.49497485799711 5.157379099118852
20190704T210717.050000 35.619453175899 -117.51373026625377 12.372657382382965
20190704T211630.470000 35.63546411255844 -117.5124974824238 4.838851342576629
20190704T212308.670000 35.67034453701487 -117.51025481295449 11.830730268260655
20190704T212559.340000 35.65245137464995 -117.47327932344753 7.137390880206942
20190704T213123.290000 35.67359958177671 -117.50874760284576 11.588568342057487
20190704T213255.710000 35.63341494240757 -117.51335889054792 4.984420448015873
20190704T213636.090000 35.67457062374167 -117.44970533293403 5.805520432925554
20190704T214311.250000 35.6587680336626 -117.4675232444892 7.112379527655866
20190704T214617.070000 35.61718494570235 -117.5109922269794 11.763215917119933
20190704T220417.510000 35.66872293717977 -117.5128456599015 12.083101857922289
20190704T221518.980000 35.632364083394556 -117.51316368933095 5.092774008795651
20190704T222005.530000 35.65054874033205 -117.47218162956108 7.262751227951386
20190704T222035.590000 35.61771593291154 -117.50837819052582 11.565657130988948
20190704T223148.570000 35.6335684344568 -117.51246611651217 5.004311838265331
20190704T223547.630000 35.61153119187387 -117.5123063731983 12.04779732816772
20190704T223823.350000 35.65890374013418 -117.4666680735034 7.176889635217312
20190704T224418.120000 35.61473986385191 -117.50898810033264 11.896314524272123
20190704T224856.750000 35.67249026874167 -117.50653592231535 11.56161951781706
20190704T225152.570000 35.63625327335183 -117.50645902939898 4.939939036622187
20190704T225207.190000 35.656571053985836 -117.46784128396253 7.393833819998772
20190704T225706.320000 35.66647609984001 -117.51430804919899 12.309310691151289
20190704T230338.280000 35.628343525069766 -117.51820509834634 5.375380641561649
20190704T230622.420000 35.67276681685058 -117.50502057033921 11.481071721714017
20190704T230721.550000 35.67770881041487 -117.4382440836765 5.308677727954397
20190704T230845.260000 35.6350999781078 -117.50961946065782 5.010006419525036
20190704T231835.250000 35.67754486223092 -117.50335928196216 10.86334726852294
20190704T232230.090000 35.66346839443356 -117.45877771217096 6.7630152179886736
20190704T232329.070000 35.633794006725445 -117.5101363300798 5.095659402527373
20190704T232624.910000 35.65898374612208 -117.46305057221457 7.195530471003942
20190704T232832.040000 35.671359230312646 -117.44337272355745 5.920116641037507
20190704T233154.920000 35.67541723721821 -117.43224442246034 5.448468862403723
20190704T233704.760000 35.680167686593066 -117.50029136162783 10.576576035484889
20190704T234404.420000 35.67055307900522 -117.50941113626122 11.782234039767864
20190704T234532.570000 35.63226697326931 -117.50865775599353 5.25550954442034
20190704T234622.510000 35.65616254536698 -117.4627254913444 7.414031498747971
20190704T234640.860000 35.62114711094465 -117.50196975161724 10.943628332216806
20190704T235106.840000 35.63184755343488 -117.50949867593391 5.237474195212631
20190704T235446.470000 35.67838696846918 -117.49938635894515 10.685987038256917
20190705T000112.120000 35.65500855680669 -117.46337813506129 7.539772113969464
20190705T000833.310000 35.636760028085035 -117.50618343211696 4.900471462924095
20190705T000930.770000 35.67660516999037 -117.49956458615607 10.84593404400046
20190705T001415.490000 35.63240889756082 -117.50819116745558 5.218051044022506
20190705T001653.060000 35.65967515843907 -117.45707595645787 7.143891064598825
20190705T001728.260000 35.623460102114144 -117.49937189527091 10.760665222135989
20190705T002036.620000 35.65276338347244 -117.46455938697531 7.8558364788569515
20190705T002212.050000 35.593646614453206 -117.52398023634083 13.528406724839536
20190705T002354.320000 35.67758706900865 -117.49886226264051 10.743149396370827
20190705T003058.040000 35.63626045707377 -117.50423155963837 4.949814903492992
20190705T003217.560000 35.67809484105708 -117.41795051407372 5.16560222777154
20190705T004951.850000 35.66785698048495 -117.4386153513894 6.256927028680907
20190705T005012.570000 35.58605855524998 -117.52787546729432 14.224322643747806
20190705T005039.600000 35.58609171655796 -117.52485701542071 14.192632114707633
20190705T005300.990000 35.60194442854161 -117.51311510405095 12.726047808751014
20190705T005415.610000 35.681685943428434 -117.49349176703947 10.373394417409143
20190705T005653.350000 35.63496888474279 -117.50521490296816 5.0632750210945145
20190705T005919.310000 35.65500357011447 -117.45942484304172 7.530436018308209
20190705T005936.800000 35.66797242469786 -117.51094869878213 11.924761434998821
20190705T010417.510000 35.63465904978443 -117.50513183682287 5.096524858140638
20190705T010531.120000 35.66971145694444 -117.50616070851888 11.629414466092777
20190705T011413.630000 35.62884548533515 -117.51066630760803 5.560934886262471
20190705T011823.500000 35.67790148354987 -117.497244330831 10.666083006486572
20190705T012438.790000 35.63605177983944 -117.50149231681742 4.979552450332983
20190705T013319.590000 35.628845899380806 -117.49334817943578 11.240675087118383
20190705T013546.470000 35.607383943739535 -117.50793598236235 12.194687110842008
20190705T013935.320000 35.63486974434944 -117.50541448659091 5.075043433289849
20190705T014325.870000 35.60527092211165 -117.50848662815184 12.415738066398026
20190705T014602.560000 35.610725039230005 -117.50370918729436 11.895471752666218
20190705T015206.630000 35.67495595482328 -117.42478148307532 5.397230724478612
20190705T015301.800000 35.66016219775749 -117.45119505745966 6.995073655689311
20190705T020150.470000 35.66947424649084 -117.50330292257192 11.522989606076031
20190705T020440.930000 35.63468790867249 -117.50473369930761 5.09870523053897
20190705T021009.520000 35.65895140720901 -117.45208234817326 7.080417917968312
20190705T021951.160000 35.67011788383571 -117.5010035446269 11.396237810792565
20190705T022146.350000 35.60524576347677 -117.50753474462351 12.43478121925347
20190705T022513.880000 35.6344835304729 -117.50444676592895 5.122033112345731
20190705T022806.500000 35.5971378573894 -117.51139305569113 13.226135612666646
20190705T023226.070000 35.654691559161854 -117.45768127351143 7.517069187083392
20190705T024158.650000 35.66060355862738 -117.44850786709438 6.854373891633515
20190705T024519.350000 35.66921005162928 -117.50200344013943 11.49833665756768
20190705T024950.930000 35.63197569533369 -117.50481762982466 5.359136306740772
20190705T025404.370000 35.58224544847665 -117.5176025248681 14.668115798323395
