ORIGIN 38.226782 -122.331413
20140824T102044.07 38.21517 -122.31233 11.120 20140824T102048.270000 20140824T102051.240000
20140824T102444.24 38.25983 -122.33733 10.343 20140824T102447.510000 20140824T102449.840000
20140824T102725.97 38.23917 -122.33783  6.770 20140824T102729.190000 20140824T102731.570000
20140824T103825.74 38.22150 -122.33833  9.813 20140824T103829.320000 20140824T103832.230000
