Id Lat Lon Depth 
20190704T181301.760000 35.70460285009372 -117.57509523738585 3.4552852440279502
20190704T181401.040000 35.7058988731583 -117.57610446452298 3.4396071411242257
20190704T181515.580000 35.691605865122256 -117.56471356070907 1.7170934396505855
20190704T181855.500000 35.711103685751844 -117.59443143093337 6.409328564537202
20190704T182252.320000 35.69472491151499 -117.5546521142241 1.0962954318418852
20190704T182540.830000 35.683417784284224 -117.56068505782348 0.9724252733491657
20190704T182853.270000 35.70318244703935 -117.59317064601106 9.118500131034374
20190704T183414.590000 35.69419643030826 -117.56005033864153 1.000656225320723
20190704T183528.880000 35.70052266472237 -117.59334874565842 9.426417175921202
20190704T183740.530000 35.712956557508775 -117.58283522042557 7.285872172234038
20190704T183955.120000 35.69184157833907 -117.56725128144384 1.068476339823852
20190704T184809.510000 35.69653780660606 -117.55724387985892 0.7795103027789128
20190704T185056.790000 35.69389551785138 -117.56445686810217 0.7360867897274711
20190704T185424.550000 35.68906419208923 -117.56704965149456 0.44913941557404813
20190704T185508.950000 35.705701211362886 -117.60351797968049 7.340912058753449
20190704T190138.230000 35.70979346642487 -117.58940005540042 7.090825405070117
20190704T190254.250000 35.71165606179734 -117.60177947902818 7.161064394120674
20190704T190544.330000 35.70840889578687 -117.6026730924286 8.10302740204253
20190704T191029.880000 35.70154831393455 -117.56285534075602 0.6653290571518983
20190704T191509.780000 35.70145133529466 -117.56580405157432 0.6106829649661804
20190704T192102.260000 35.701811821345075 -117.60682343564709 7.994433911802411
20190704T192456.860000 35.70498678920695 -117.5822130812859 1.0953177211269658
20190704T192707.720000 35.713485393559026 -117.58267053915701 8.72449320207343
20190704T192728.590000 35.706670815498406 -117.57818958238069 0.9101599158493419
20190704T193330.990000 35.7132699486334 -117.60512104668577 7.009215669513824
20190704T193418.070000 35.704020099834246 -117.58194430411993 0.8805797190987905
20190704T194039.570000 35.681769669053196 -117.58481556438825 9.895062815290675
20190704T194800.670000 35.70654866789044 -117.6162810268104 6.084638155397327
20190704T194852.280000 35.71189165536463 -117.60801949604652 7.547872809416557
20190704T194915.280000 35.7073198146172 -117.59072166674953 1.3082395080634124
20190704T195223.400000 35.68656359309301 -117.59792625207336 0.0697935926669752
20190704T195249.330000 35.706314291631166 -117.6117847613426 7.910434006053188
20190704T195353.130000 35.7153250666042 -117.59549254586759 7.624077490870352
20190704T195809.660000 35.71954829212192 -117.58051891686047 8.81341737237735
20190704T200501.350000 35.716829745735076 -117.58892679956409 8.084172378369086
20190704T200953.460000 35.70975037328385 -117.60478546993264 7.857542940499796
20190704T201340.330000 35.69860869712027 -117.59220954338814 0.717569711036861
20190704T202319.760000 35.7095463505964 -117.57985780843546 0.911953387286394
20190704T202944.190000 35.70004050907638 -117.61602532617165 7.7294406246652345
20190704T203019.400000 35.70388671164457 -117.59764310111032 1.1969574055991934
20190704T203244.430000 35.69470748865567 -117.6180774356127 7.8632749647564255
20190704T203441.880000 35.698113758481966 -117.61613274586874 7.978923679496212
20190704T203739.610000 35.71176250840833 -117.54350111954837 1.5978104682887828
20190704T204953.610000 35.707800693220065 -117.60917867916628 2.072582751357327
20190704T205337.430000 35.69559425622025 -117.60445383146373 0.5812606840118351
20190704T205455.050000 35.68857350406009 -117.61989219198571 7.5446646544665095
20190704T205508.210000 35.693029022819935 -117.61875510022676 7.966091941136294
20190704T205534.920000 35.734077033407786 -117.57608771362598 7.208547263882801
20190704T205722.320000 35.7134109487393 -117.5378557287221 2.2066198917866777
20190704T205820.400000 35.70916152027237 -117.60669282888864 1.7041741611158137
20190704T210139.730000 35.70847344310607 -117.60522428091018 1.5701041571585024
