Id Lat Lon Depth 
20190704T180302.820000 35.58871500554459 -117.55402295163458 8.307738156229343
20190704T180415.000000 35.660292919963446 -117.54205619587967 3.5622609014891005
20190704T180759.810000 35.708715940460294 -117.55015285022756 11.06435880909492
20190704T180843.380000 35.682901725007866 -117.5324949326064 3.693422927616627
20190704T180855.040000 35.702758908687635 -117.50774995816131 2.7878194450972167
20190704T181301.290000 35.683938697760546 -117.57737677023037 6.127038891397873
20190704T181401.040000 35.71034954691318 -117.52796467936004 4.298747301483575
20190704T181513.610000 35.651575211134805 -117.61112775663926 7.381920329406531
20190704T181854.090000 35.670575875135405 -117.60320302267759 7.146212956868855
20190704T182252.320000 35.68195511056887 -117.5504845674206 3.7300396867419856
20190704T182539.270000 35.61865986033509 -117.5697799418881 7.793031259845958
20190704T182852.800000 35.67658577799807 -117.58977780504524 6.660160666630291
20190704T183413.950000 35.66814134489496 -117.55303596122022 3.351106102747817
20190704T183527.950000 35.66932440099701 -117.57570860416382 9.554928422947546
20190704T183740.530000 35.71143846009698 -117.57450195969098 8.711464926287558
20190704T183953.090000 35.6490796708198 -117.56645017564075 3.066987357765963
20190704T184809.510000 35.689757402515134 -117.51843567901422 2.116767218233108
20190704T185056.470000 35.665902240475766 -117.5530139760783 2.7312409541920504
20190704T185422.470000 35.622304994016844 -117.5629701244592 6.915724260045425
20190704T185508.770000 35.681710042030566 -117.54693081413163 3.2717354622601604
20190704T190138.230000 35.71524501310373 -117.5518109817618 6.872912179767661
20190704T190254.250000 35.705241860650446 -117.53148566131577 3.3883682231509433
20190704T190543.530000 35.683749392475 -117.58201407879203 6.317691633593959
20190704T191029.880000 35.69541977723345 -117.5236115814465 1.8145782463539608
20190704T191509.210000 35.67854418699701 -117.54841100898734 2.683645877960265
20190704T192101.310000 35.67269828587191 -117.58116555470968 4.258239816724181
20190704T192456.240000 35.67569079731604 -117.55238970042444 2.5859585246450454
20190704T192707.720000 35.731495791872405 -117.54896595593176 7.478695491038993
20190704T192728.590000 35.690664468184266 -117.53507066612244 1.9170408067864346
20190704T193330.910000 35.69354483284233 -117.57364522035516 6.46975693433626
