20190704T182242 35.688192 -117.47526 3949469.333346478 456997.8062071602 9.701 20190704T182252.790000 20190704T182259.960000 20190704T182252.320000 20190704T182259.750000
20190704T182530 35.621737 -117.603019 3942162.253616497 445392.65018628957 7.142 20190704T182539.270000 20190704T182545.650000 20190704T182540.830000 20190704T182548.650000
20190704T182843 35.665442 -117.564966 3946989.1074375547 448866.49210786336 7.494 20190704T182852.800000 20190704T182859.450000 20190704T182853.270000 20190704T182900.620000
20190704T183404 35.64932 -117.54012 3945188.3737655077 451105.43043467635 2.536 20190704T183413.950000 20190704T183420.970000 20190704T183414.590000 20190704T183422.210000
20190704T183518 35.639266 -117.554215 3944080.389555104 449823.17664922436 5.308 20190704T183527.950000 20190704T183534.720000 20190704T183528.880000 20190704T183536.330000
20190704T183731 35.721265 -117.561027 3953178.430508264 449258.37605565734 6.589 20190704T183741.210000 20190704T183748.130000 20190704T183740.530000 20190704T183747.130000
20190704T183944 35.600545 -117.597119 3939808.60270116 445912.6768978674 3.392 20190704T183953.090000 20190704T183959.730000 20190704T183955.120000 20190704T184002.870000
20190704T184759 35.671305 -117.470817 3947594.461549484 457390.84126275015 10.045 20190704T184809.630000 20190704T184817.290000 20190704T184809.510000 20190704T184817.050000
20190704T185046 35.663175 -117.523234 3946716.760905111 452642.23635474895 7.165 20190704T185056.470000 20190704T185103.540000 20190704T185056.790000 20190704T185104.520000
20190704T185413 35.598783 -117.600195 3939614.8754973016 445632.8563394309 4.79 20190704T185422.470000 20190704T185428.980000 20190704T185424.550000 20190704T185432.420000
20190704T185458 35.670296 -117.521289 3947505.6149858306 452822.4691991224 7.649 20190704T185508.770000 20190704T185516.050000 20190704T185508.950000 20190704T185516.440000
20190704T190128 35.691443 -117.516146 3949848.57498323 453300.24742648436 6.196 20190704T190138.400000 20190704T190145.720000 20190704T190138.230000 20190704T190145.050000
20190704T190244 35.688908 -117.482902 3949552.117971775 456306.7325199987 10.362 20190704T190254.610000 20190704T190302.210000 20190704T190254.250000 20190704T190301.450000
20190704T190533 35.646248 -117.544849 3944850.021510391 450675.4434145214 4.152 20190704T190543.530000 20190704T190550.410000 20190704T190544.330000 20190704T190551.640000
20190704T191019 35.691414 -117.489233 3949832.8940168833 455735.2799205218 1.812 20190704T191030.490000 20190704T191038.180000 20190704T191029.880000 20190704T191037.380000
20190704T191459 35.654329 -117.534774 3945741.2748062857 451592.40604368015 3.533 20190704T191509.210000 20190704T191516.490000 20190704T191509.780000 20190704T191517.370000
20190704T192051 35.638932 -117.54952 3944040.960023237 450248.0438939353 2.489 20190704T192101.310000 20190704T192108.170000 20190704T192102.260000 20190704T192109.810000
20190704T192446 35.650798 -117.537419 3945350.9582641535 451350.83799092483 3.255 20190704T192456.240000 20190704T192503.450000 20190704T192456.860000 20190704T192504.490000
20190704T192658 35.72183 -117.518978 3953220.167451396 453061.8293162251 5.016 20190704T192708.640000 20190704T192716.050000 20190704T192707.720000 20190704T192714.330000
20190704T192718 35.666756 -117.476017 3947092.2007302144 456917.7911346245 8.253 20190704T192728.660000 20190704T192736.220000 20190704T192728.590000 20190704T192736.130000
20190704T193321 35.673242 -117.520907 3947832.1725691785 452858.77346352284 8.214 20190704T193330.910000 20190704T193337.960000 20190704T193330.990000 20190704T193338.130000
20190704T193407 35.604122 -117.599585 3940206.683063438 445691.7197629814 3.959 20190704T193416.030000 20190704T193422.290000 20190704T193418.070000 20190704T193425.770000
20190704T194029 35.656567 -117.518457 3945981.5773998373 453070.73887504684 2.825 20190704T194039.150000 20190704T194046.330000 20190704T194039.570000 20190704T194047.250000
20190704T194750 35.604541 -117.601408 3940254.161611737 445526.88091946195 4.652 20190704T194758.660000 20190704T194804.960000 20190704T194800.670000 20190704T194808.170000
20190704T194842 35.630294 -117.59821 3943108.648628382 445833.91404741426 6.127 20190704T194850.830000 20190704T194857.040000 20190704T194852.280000 20190704T194859.490000
20190704T194904 35.684448 -117.489282 3949060.3160114903 455726.9974892522 0.048 20190704T194915.710000 20190704T194923.610000 20190704T194915.280000 20190704T194922.930000
20190704T195212 35.610323 -117.588778 3940888.521259437 446674.70570611797 5.201 20190704T195221.710000 20190704T195228.010000 20190704T195223.400000 20190704T195231.520000
20190704T195239 35.664803 -117.542741 3946906.8983043456 450877.6437007616 8.007 20190704T195248.880000 20190704T195255.770000 20190704T195249.330000 20190704T195256.690000
20190704T195343 35.715068 -117.515617 3952468.585838063 453361.8721377612 9.635 20190704T195353.950000 20190704T195401.330000 20190704T195353.130000 20190704T195400.050000
20190704T195800 35.710799 -117.550529 3952012.258395725 450201.35718462546 1.655 20190704T195810.230000 20190704T195817.490000 20190704T195809.660000 20190704T195816.310000
20190704T200452 35.717814 -117.514933 3952772.8221120234 453425.3391652318 9.251 20190704T200502.210000 20190704T200509.600000 20190704T200501.350000 20190704T200508.130000
20190704T200944 35.720138 -117.517391 3953031.748258071 453204.37494815397 9.959 20190704T200954.520000 20190704T201001.620000 20190704T200953.460000 20190704T201000.460000
20190704T201329 35.574512 -117.607707 3936927.1784101804 444935.77700794913 6.549 20190704T201337.650000 20190704T201343.610000 20190704T201340.330000 20190704T201348.240000
20190704T202309 35.641325 -117.601554 3944333.942218155 445538.60570156213 8.374 20190704T202318.480000 20190704T202324.820000 20190704T202319.760000 20190704T202327.420000
20190704T202934 35.669958 -117.521021 3947467.9987569083 452846.52507839084 7.391 20190704T202944.040000 20190704T202951.120000 20190704T202944.190000 20190704T202951.420000
20190704T203008 35.621297 -117.573828 3942097.6409353903 448035.832609374 3.26 20190704T203017.860000 20190704T203024.490000 20190704T203019.400000 20190704T203027.210000
20190704T203234 35.640759 -117.554508 3944246.1272102636 449797.58294026536 5.411 20190704T203243.670000 20190704T203250.250000 20190704T203244.430000 20190704T203251.810000
20190704T203431 35.641577 -117.583993 3944352.3062820784 447128.66626629804 7.859 20190704T203440.800000 20190704T203447.170000 20190704T203441.880000 20190704T203449.090000
20190704T203729 35.644979 -117.546997 3944710.356921679 450480.2024475666 5.811 20190704T203738.850000 20190704T203745.660000 20190704T203739.610000 20190704T203747.020000
20190704T204942 35.6014 -117.598226 3939904.0389981987 445812.9795186334 4.725 20190704T204951.410000 20190704T204957.660000 20190704T204953.610000 20190704T205001.120000
20190704T205326 35.593099 -117.629989 3939001.3329724064 442929.9729888858 1.438 20190704T205334.770000 20190704T205340.820000 20190704T205337.430000 20190704T205345.450000
20190704T205444 35.65579 -117.537695 3945904.756540849 451328.881859664 8.239 20190704T205454.470000 20190704T205501.380000 20190704T205455.050000 20190704T205502.650000
20190704T205458 35.703186 -117.496232 3951141.708068526 455108.61920907145 10.586 20190704T205508.920000 20190704T205516.490000 20190704T205508.210000 20190704T205515.530000
20190704T205525 35.71132 -117.477751 3952035.56041668 456784.8968784279 4.701 20190704T205535.880000 20190704T205543.650000 20190704T205534.920000 20190704T205542.090000
20190704T205712 35.659989 -117.530477 3946366.9166277354 451984.7610450598 7.904 20190704T205721.920000 20190704T205728.890000 20190704T205722.320000 20190704T205729.680000
20190704T205809 35.625024 -117.568978 3942508.449165915 448477.4299514196 1.759 20190704T205819.010000 20190704T205825.770000 20190704T205820.400000 20190704T205827.930000
20190704T210129 35.657617 -117.517432 3946097.5436974764 453164.13287619164 2.409 20190704T210139.430000 20190704T210146.660000 20190704T210139.730000 20190704T210147.450000
20190704T210708 35.599443 -117.598853 3939687.335090277 445754.86483074666 4.565 20190704T210717.050000 20190704T210723.320000 20190704T210719.130000 20190704T210726.860000
20190704T211620 35.748918 -117.558952 3956244.392735845 449463.524976551 8.157 20190704T211630.470000 20190704T211637.530000 20190704T211629.240000 20190704T211635.250000
20190704T212259 35.641715 -117.552775 3944351.2733832765 449955.07788234326 5.511 20190704T212308.670000 20190704T212315.440000 20190704T212309.580000 20190704T212316.940000
20190704T212549 35.671143 -117.511629 3947594.9603458606 453697.212181847 4.175 20190704T212559.340000 20190704T212606.650000 20190704T212559.560000 20190704T212606.890000
20190704T213113 35.646114 -117.542326 3944833.8967028516 450903.7679468488 2.662 20190704T213123.290000 20190704T213130.210000 20190704T213124.120000 20190704T213131.650000
20190704T213246 35.726217 -117.565682 3953730.0799623346 448840.5202743196 5.273 20190704T213255.710000 20190704T213302.660000 20190704T213254.940000 20190704T213301.350000
20190704T213625 35.70789 -117.478345 3951655.399124378 456729.31221434043 5.058 20190704T213636.090000 20190704T213643.880000 20190704T213635.240000 20190704T213642.490000
20190704T214301 35.708219 -117.505233 3951704.074014373 454297.21433880314 10.392 20190704T214311.250000 20190704T214318.700000 20190704T214310.530000 20190704T214317.230000
20190704T214608 35.598031 -117.596712 3939529.553464954 445947.8531523504 4.139 20190704T214617.070000 20190704T214623.390000 20190704T214619.190000 20190704T214626.850000
20190704T220408 35.666284 -117.567741 3947083.941383777 448615.8714511789 6.692 20190704T220417.510000 20190704T220424.170000 20190704T220418.170000 20190704T220425.160000
20190704T221509 35.723946 -117.561035 3953475.787552615 449259.35255152074 3.621 20190704T221518.980000 20190704T221525.910000 20190704T221518.250000 20190704T221524.640000
20190704T221955 35.700118 -117.510815 3950808.2007626966 453787.59389618743 10.434 20190704T222005.530000 20190704T222012.810000 20190704T222004.990000 20190704T222011.920000
20190704T222026 35.606567 -117.585091 3940469.9541962976 447006.16208853206 4.377 20190704T222035.590000 20190704T222041.940000 20190704T222037.310000 20190704T222045.460000
20190704T223138 35.649113 -117.536711 3945163.7252268316 451413.9090485548 3.778 20190704T223148.570000 20190704T223155.610000 20190704T223149.420000 20190704T223156.960000
20190704T223539 35.632947 -117.610002 3943409.451003559 444767.99663962563 7.921 20190704T223547.630000 20190704T223553.860000 20190704T223549.130000 20190704T223556.780000
20190704T223813 35.716768 -117.516593 3952657.598437237 453274.58352051553 5.293 20190704T223823.350000 20190704T223830.780000 20190704T223822.440000 20190704T223829.170000
20190704T224409 35.60317 -117.600968 3940101.861527788 445565.80627516686 4.568 20190704T224418.120000 20190704T224424.410000 20190704T224420.200000 20190704T224427.760000
20190704T224847 35.769312 -117.604655 3958530.8500577756 445345.2867289016 4.577 20190704T224856.750000 20190704T224903.620000 20190704T224855.310000 20190704T224901.090000
20190704T225142 35.742533 -117.547396 3955530.3289727275 450504.39420924714 6.995 20190704T225152.570000 20190704T225159.760000 20190704T225151.590000 20190704T225157.720000
20190704T225157 35.66276 -117.518115 3946668.278480064 453105.31705088535 2.629 20190704T225207.190000 20190704T225214.560000 20190704T225207.480000 20190704T225215.210000
20190704T225657 35.641182 -117.571411 3944301.803970335 448267.5252185178 6.424 20190704T225706.320000 20190704T225712.890000 20190704T225707.360000 20190704T225714.610000
20190704T230329 35.624731 -117.568075 3942475.4800724727 448559.0123525434 3.221 20190704T230338.280000 20190704T230345.010000 20190704T230339.680000 20190704T230347.180000
20190704T230612 35.722754 -117.560506 3953343.3079807395 449306.44124362676 6.669 20190704T230622.420000 20190704T230629.320000 20190704T230621.830000 20190704T230628.330000
20190704T230710 35.703906 -117.482707 3951215.4634469366 456332.55367600877 1.732 20190704T230721.550000 20190704T230729.450000 20190704T230720.740000 20190704T230728.020000
20190704T230835 35.666951 -117.518652 3947133.3582024216 453059.1659726463 8.237 20190704T230845.260000 20190704T230852.420000 20190704T230845.430000 20190704T230853.130000
20190704T231825 35.741659 -117.549609 3955434.5113639655 450303.74936092366 10.579 20190704T231835.250000 20190704T231842.450000 20190704T231834.080000 20190704T231840.410000
20190704T232219 35.698694 -117.490926 3950641.08534096 455586.13652040117 10.209 20190704T232230.090000 20190704T232237.660000 20190704T232229.650000 20190704T232236.520000
20190704T232319 35.64952 -117.533293 3945207.1815264784 451723.5733673564 1.991 20190704T232329.070000 20190704T232336.180000 20190704T232329.650000 20190704T232337.450000
20190704T232614 35.719076 -117.525106 3952917.6671867305 452505.9523692227 3.134 20190704T232624.910000 20190704T232632.380000 20190704T232624.190000 20190704T232630.970000
20190704T232821 35.698592 -117.49021 3950629.448843956 455650.85676011996 1.796 20190704T232832.040000 20190704T232839.840000 20190704T232831.640000 20190704T232838.850000
20190704T233144 35.701412 -117.487427 3950940.9625939704 455904.18855826877 1.495 20190704T233154.920000 20190704T233202.860000 20190704T233154.290000 20190704T233201.490000
20190704T233654 35.716447 -117.558976 3952643.002184475 449440.8352877831 1.785 20190704T233704.760000 20190704T233712.050000 20190704T233704.420000 20190704T233710.850000
20190704T234354 35.668327 -117.563208 3947308.16994823 449027.4394776939 3.764 20190704T234404.420000 20190704T234411.140000 20190704T234404.750000 20190704T234411.970000
20190704T234523 35.874935 -117.698991 3970302.620289954 436901.7889621805 8.779 20190704T234532.570000 20190704T234539.610000 20190704T234528.800000 20190704T234532.770000
20190704T234612 35.716191 -117.528296 3952599.237724191 452215.70268289064 3.786 20190704T234622.510000 20190704T234629.950000 20190704T234621.770000 20190704T234628.930000
20190704T234631 35.624129 -117.574023 3942411.839516625 448020.00669180864 6.231 20190704T234640.860000 20190704T234647.370000 20190704T234642.410000 20190704T234650.020000
20190704T235057 35.772327 -117.595549 3958860.21128272 446170.41869504255 4.777 20190704T235106.840000 20190704T235113.850000 20190704T235105.150000 20190704T235110.930000
20190704T235436 35.655339 -117.517961 3945845.143549672 453114.9180580602 2.629 20190704T235446.470000 20190704T235453.730000 20190704T235446.870000 20190704T235454.620000
20190705T000101 35.685824 -117.492171 3949214.234394143 455466.34709415183 7.122 20190705T000112.120000 20190705T000119.530000 20190705T000111.750000 20190705T000119.140000
20190705T000823 35.74257 -117.542049 3955531.747567478 450987.8978544269 8.048 20190705T000833.310000 20190705T000840.550000 20190705T000832.250000 20190705T000838.490000
20190705T000920 35.729801 -117.529574 3954109.3596057477 452108.2530644082 10.457 20190705T000930.770000 20190705T000937.980000 20190705T000929.740000 20190705T000936.210000
20190705T001405 35.646358 -117.53903 3944859.31765277 451202.30277540756 1.668 20190705T001415.490000 20190705T001422.540000 20190705T001416.220000 20190705T001423.780000
20190705T001642 35.678727 -117.504744 3948432.8789011445 454324.6363238012 2.507 20190705T001653.060000 20190705T001700.610000 20190705T001653.250000 20190705T001700.460000
20190705T001719 35.651742 -117.560693 3945467.425050251 449244.5650401355 7.853 20190705T001728.260000 20190705T001734.840000 20190705T001728.960000 20190705T001736.610000
20190705T002026 35.691158 -117.509871 3949813.99965616 453867.83634113055 8.739 20190705T002036.620000 20190705T002043.960000 20190705T002036.440000 20190705T002043.380000
20190705T002203 35.5913 -117.627189 3938800.1875191433 443182.3540558224 6.916 20190705T002212.050000 20190705T002218.010000 20190705T002214.510000 20190705T002222.450000
20190705T002344 35.735181 -117.537581 3954710.0000938736 451387.4071372046 9.661 20190705T002354.320000 20190705T002401.570000 20190705T002353.200000 20190705T002359.580000
20190705T003048 35.731734 -117.53173 3954324.8054565946 451914.4364838615 10.229 20190705T003058.040000 20190705T003105.280000 20190705T003057.010000 20190705T003103.520000
20190705T003206 35.702279 -117.480583 3951034.0695886067 456523.8166383864 1.59 20190705T003217.560000 20190705T003225.650000 20190705T003216.750000 20190705T003224.130000
20190705T004940 35.710246 -117.475846 3951915.6055046986 456956.6380214458 3.301 20190705T004951.850000 20190705T004959.660000 20190705T004950.870000 20190705T004958.210000
20190705T005004 35.589099 -117.623576 3938553.9970935374 443508.11710837134 7.622 20190705T005012.570000 20190705T005018.410000 20190705T005015.330000 20190705T005022.920000
20190705T005031 35.575183 -117.63138 3937015.092458434 442791.22003399004 5.874 20190705T005039.600000 20190705T005045.450000 20190705T005042.390000 20190705T005050.330000
20190705T005252 35.605408 -117.602254 3940350.788598267 445450.8411981273 5.024 20190705T005300.990000 20190705T005307.130000 20190705T005302.950000 20190705T005311.170000
20190705T005405 35.721057 -117.537915 3953143.656493043 451348.61551220546 1.476 20190705T005415.610000 20190705T005422.970000 20190705T005415.080000 20190705T005421.570000
20190705T005643 35.74919 -117.562834 3956276.5681840316 449112.7116133988 5.947 20190705T005653.350000 20190705T005700.530000 20190705T005652.080000 20190705T005658.660000
20190705T005909 35.720325 -117.537231 3953062.1307361326 451410.03559153643 1.404 20190705T005919.310000 20190705T005926.740000 20190705T005918.740000 20190705T005925.330000
20190705T005927 35.662431 -117.567342 3946656.395938159 448649.5166517836 5.949 20190705T005936.800000 20190705T005943.470000 20190705T005937.360000 20190705T005944.650000
20190705T010407 35.742061 -117.544645 3955476.5939909476 450752.85163864004 6.931 20190705T010417.510000 20190705T010424.690000 20190705T010416.230000 20190705T010422.750000
20190705T010521 35.770878 -117.615332 3958710.545025214 444381.272265347 4.744 20190705T010531.120000 20190705T010537.890000 20190705T010529.570000 20190705T010535.370000
20190705T011404 35.769625 -117.605973 3958566.301345076 445226.3660268366 3.712 20190705T011413.630000 20190705T011420.480000 20190705T011412.100000 20190705T011418.090000
20190705T011813 35.657288 -117.51748 3946061.077266224 453159.5959514996 2.479 20190705T011823.500000 20190705T011830.760000 20190705T011823.880000 20190705T011831.640000
20190705T012428 35.67557 -117.518481 3948089.209845046 453079.6870398661 7.497 20190705T012438.790000 20190705T012446.040000 20190705T012438.890000 20190705T012445.930000
20190705T013310 35.667057 -117.573055 3947172.466841992 448135.4158862946 8.3 20190705T013319.590000 20190705T013326.230000 20190705T013320.110000 20190705T013327.570000
20190705T013537 35.600171 -117.601221 3939769.384689918 445540.8579793477 3.906 20190705T013546.470000 20190705T013552.720000 20190705T013548.580000 20190705T013556.330000
20190705T013925 35.742334 -117.558521 3955513.928747442 449498.33470791625 5.792 20190705T013935.320000 20190705T013942.520000 20190705T013934.430000 20190705T013940.330000
20190705T014317 35.607133 -117.604126 3940543.1465083463 445282.4572679867 4.405 20190705T014325.870000 20190705T014332.080000 20190705T014327.760000 20190705T014335.420000
20190705T014553 35.598515 -117.59554 3939582.590495698 446054.34283192194 4.167 20190705T014602.560000 20190705T014608.880000 20190705T014604.660000 20190705T014612.360000
20190705T015155 35.713704 -117.469019 3952296.161747088 457576.0216121974 2.79 20190705T015206.630000 20190705T015214.610000 20190705T015205.520000 20190705T015212.690000
20190705T015251 35.686833 -117.49799 3949328.796808157 454940.38324519905 2.794 20190705T015301.800000 20190705T015309.380000 20190705T015301.450000 20190705T015308.690000
20190705T020141 35.772034 -117.614779 3958838.446124666 444432.0617526824 3.856 20190705T020150.470000 20190705T020157.290000 20190705T020148.920000 20190705T020154.490000
20190705T020431 35.742501 -117.54668 3955526.4187199576 450569.1158550378 8.774 20190705T020440.930000 20190705T020448.130000 20190705T020439.720000 20190705T020445.970000
20190705T020958 35.689193 -117.482031 3949583.340202623 456385.696874838 8.019 20190705T021009.520000 20190705T021017.080000 20190705T021009.030000 20190705T021016.290000
20190705T021941 35.771851 -117.613859 3958817.6279349257 444515.09155059536 4.068 20190705T021951.160000 20190705T021958.040000 20190705T021949.640000 20190705T021955.650000
20190705T022137 35.603288 -117.603784 3940116.5100564994 445310.8171963907 4.06 20190705T022146.350000 20190705T022152.570000 20190705T022148.430000 20190705T022156.000000
20190705T022503 35.742643 -117.541284 3955539.4620941896 451057.1145411793 7.523 20190705T022513.880000 20190705T022521.080000 20190705T022512.560000 20190705T022518.850000
20190705T022758 35.588477 -117.622868 3938484.605559484 443571.8216132856 7.032 20190705T022806.500000 20190705T022812.570000 20190705T022809.190000 20190705T022817.000000
20190705T023215 35.692306 -117.49646 3949935.107557656 455081.8918504957 6.322 20190705T023226.070000 20190705T023233.500000 20190705T023225.730000 20190705T023232.810000
20190705T024148 35.6856 -117.476758 3949182.511399367 456860.8685685162 9.679 20190705T024158.650000 20190705T024206.260000 20190705T024158.210000 20190705T024205.670000
20190705T024509 35.770964 -117.611304 3958717.805225741 444745.41969606094 3.136 20190705T024519.350000 20190705T024526.180000 20190705T024517.770000 20190705T024523.670000
20190705T024941 35.735242 -117.550667 3954723.329358597 450204.08744939556 8.243 20190705T024950.930000 20190705T024958.040000 20190705T024949.920000 20190705T024956.210000
20190705T025356 35.57509 -117.633374 3937005.938105244 442610.47673573706 5.071 20190705T025404.370000 20190705T025410.180000 20190705T025407.190000 20190705T025415.700000
20190705T025748 35.600684 -117.588981 3939819.5772395646 446649.9215676006 3.512 20190705T025757.880000 20190705T025804.320000 20190705T025759.900000 20190705T025807.800000
20190705T025949 35.658394 -117.517708 3946183.852137098 453139.6041790608 1.774 20190705T030000.000000 20190705T030007.420000 20190705T030000.370000 20190705T030008.160000
20190705T030202 35.699414 -117.494865 3950722.729743559 455230.17652523745 7.667 20190705T030212.880000 20190705T030220.540000 20190705T030212.230000 20190705T030219.490000
20190705T030432 35.606327 -117.600179 3940451.5660249987 445639.40820435184 3.982 20190705T030440.930000 20190705T030447.150000 20190705T030442.970000 20190705T030450.450000
20190705T030620 35.704683 -117.478092 3951299.597896126 456750.46631268825 5.764 20190705T030631.330000 20190705T030639.090000 20190705T030630.570000 20190705T030637.820000
20190705T031518 35.629948 -117.565511 3943052.756937389 448794.5199078913 5.298 20190705T031527.810000 20190705T031534.410000 20190705T031528.980000 20190705T031536.460000
20190705T031649 35.692167 -117.515926 3949928.7694905815 453320.5745789307 7.001 20190705T031659.700000 20190705T031706.980000 20190705T031659.650000 20190705T031706.520000
20190705T031742 35.632792 -117.561117 3943365.9047880652 449194.1884322618 4.09 20190705T031752.200000 20190705T031758.890000 20190705T031753.360000 20190705T031800.880000
20190705T031953 35.65448 -117.515877 3945748.880036971 453303.06035398104 1.992 20190705T032003.700000 20190705T032011.040000 20190705T032004.110000 20190705T032011.970000
20190705T032357 35.723596 -117.517326 3953415.247238284 453212.2758273217 11.131 20190705T032407.180000 20190705T032414.540000 20190705T032406.280000 20190705T032412.850000
20190705T033122 35.725537 -117.558252 3953650.811771527 449512.05674110877 6.819 20190705T033131.680000 20190705T033138.780000 20190705T033130.960000 20190705T033137.320000
20190705T034107 35.5802 -117.624504 3937567.5500582634 443417.7850987653 6.022 20190705T034115.920000 20190705T034121.920000 20190705T034118.650000 20190705T034126.370000
20190705T034201 35.664958 -117.555811 3946930.7016003183 449694.79064043483 5.402 20190705T034211.060000 20190705T034217.890000 20190705T034211.640000 20190705T034218.930000
20190705T034301 35.735579 -117.536523 3954753.6190100485 451483.322713089 7.276 20190705T034311.790000 20190705T034319.060000 20190705T034310.560000 20190705T034317.140000
20190705T034612 35.698043 -117.482243 3950564.9897773317 456371.33519257774 2.565 20190705T034623.520000 20190705T034631.410000 20190705T034622.750000 20190705T034630.210000
20190705T035013 35.708341 -117.471183 3951702.286367847 457377.42555940576 0.87 20190705T035025.010000 20190705T035033.140000 20190705T035024.080000 20190705T035031.330000
20190705T035518 35.707813 -117.507894 3951660.2864718875 454056.2683927123 8.308 20190705T035528.470000 20190705T035535.780000 20190705T035527.650000 20190705T035534.620000
20190705T035628 35.738672 -117.568538 3955112.974556658 448590.230393302 4.846 20190705T035638.430000 20190705T035645.580000 20190705T035637.630000 20190705T035643.690000
20190705T035846 35.747184 -117.558838 3956052.0132015413 449472.7362262177 5.669 20190705T035856.620000 20190705T035903.770000 20190705T035855.490000 20190705T035901.700000
20190705T040216 35.713599 -117.471183 3952285.453651645 457380.22490962397 2.676 20190705T040227.850000 20190705T040235.820000 20190705T040226.820000 20190705T040233.930000
20190705T040440 35.713184 -117.472119 3952239.832623481 457295.339168713 2.432 20190705T040452.010000 20190705T040500.000000 20190705T040451.010000 20190705T040458.140000
20190705T041301 35.677649 -117.547347 3948333.962614493 450468.6972415073 7.62 20190705T041310.570000 20190705T041317.460000 20190705T041310.770000 20190705T041317.900000
20190705T041530 35.63822 -117.582796 3943979.3390125483 447234.83008268214 7.827 20190705T041538.980000 20190705T041545.420000 20190705T041540.130000 20190705T041547.640000
20190705T043020 35.645992 -117.549756 3944824.1016511368 450231.05515456945 4.206 20190705T043030.450000 20190705T043037.180000 20190705T043031.160000 20190705T043038.570000
20190705T043252 35.717513 -117.516732 3952740.2931945235 453262.44602206565 10.432 20190705T043302.460000 20190705T043309.780000 20190705T043301.550000 20190705T043308.220000
20190705T043716 35.719279 -117.553223 3952954.153850797 449962.9677483159 3.287 20190705T043726.130000 20190705T043733.380000 20190705T043725.430000 20190705T043732.040000
